Product,Category,Price,Stars,Summary,URL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo 15.6"" Laptop, IdeaPad 1, 15.6"" HD Display, AMD Athlon Dual-core Processor, Wi-Fi 6 and Bluetooth 5.0, SD Card Reader, HDMI, Long Battery Life, Windows 11 Home in S Mode (12GB RAM | 256GB SSD)",Laptops,S$607.53,4.5,I would say this computer is worth the money. It's a little slow but not much. It is not touch screen coming from the IT world. The only complaint I have is that,https://www.amazon.sg/Lenovo-IdeaPad-Dual-core-Processor-Bluetooth/dp/B0BRNYGSSL/ref=sr_1_484?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 3 15.6'' Touchscreen Business Laptop (Intel Core i3-1115G4, 20GB RAM, 1TB PCIe SSD, (Beats i5-8265U)) Wi-Fi 6, IST HDMI Cable, Win 11 Home - 2023 Model Platinum Grey 20GB RAM1TB SSD",Laptops,S$717.71,4.1,Hands down worse laptop I've ever owned. Half of the function buttons do not work. Trackpad is not centered on the keyboard. Battery lasts 2 hours with nothing more than word,https://www.amazon.sg/Lenovo-Touchscreen-Business-i3-1115G4-i5-8265U/dp/B0BRMXZFDJ/ref=sr_1_486?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo 2022 Flex 3 Touchscreen Laptop, 2-in-1 11.6"" HD for Business and Student Laptop, N4120 CPU, 4GB LPDDR3, 64GB eMMC, Webcam, Black, Windows 10 Pro",Laptops,S$308.08,1,This was a back up laptop. used it a few times a month. after 6 months of light usage if stopped working. I WOULD NOT RECOMMEND THIS PRODUCT.,https://www.amazon.sg/Lenovo-Touchscreen-Business-Student-Windows/dp/B0BRMQBCR4/ref=sr_1_487?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad T14s Gen 2 Business Laptop, 14"" FHD Display, AMD Ryzen 7 Pro 5850U, 16GB RAM, 512GB PCIe SSD, Webcam, Backlit KB, Fingerprint Reader, Wi-Fi 6, Windows 11 Pro, Black",Laptops,"S$1,766.23",4.6,The battery life when the laptop is unplugged is rewarding. Good value but wish it was a little lighter to carry around campus.,https://www.amazon.sg/Lenovo-ThinkPad-Business-Display-Fingerprint/dp/B0BRM1CSPF/ref=sr_1_489?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Newest X360 2-in-1 Convertible Laptop Computer, 14"" HD Touchscreen Chromebook, Quad Core Intel Celeron N4120, 4GB RAM 64GB eMMC Storage, BT 5, Webcam, 13 Hours Battery Life, Chrome OS, w/Battery",Laptops,S$460.36,1,Would not charge or power on. Had it on charger for 20 hours. Returning for refund.,https://www.amazon.sg/HP-Convertible-Laptop-Touchscreen-Chromebook/dp/B0BRKR4ZMG/ref=sr_1_490?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS 2022 Zenbook 15.6"" FHD Laptop, AMD Ryzen 7-5700U Processor, 8GB RAM, 256GB PCIe SSD, Backlit Keyboard, NVIDIA GeForce MX450, HD Webcam, Windows 11, Silver, 32GB Snowbell USB Card",Laptops,"S$1,116.02",5,This 2 in 1 is simply awesome for rhe price it is a powerhouse in my opinion if you use a tablet and laptop you can dump both and use this it is lightweight and very,https://www.amazon.sg/ASUS-Zenbook-Processor-Keyboard-Snowbell/dp/B0BRGR4FWZ/ref=sr_1_491?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Ideapad 15.6"" HD Laptop, Athlon Silver 3050U (Beats i3-1005G1) Dual-core Processor, 8GB RAM, 128GB SSD, WiFi, Webcam, Bluetooth, Win 11 S, Cloud Grey, TGC Accessories",Laptops,S$493.87,4,The screen and charger are damaged after I used it for sometimes. Can play videos in 1080p on youtube but takes a few seconds to switch between full screen videos and page view videos.,https://www.amazon.sg/Lenovo-i3-1005G1-Dual-core-Processor-Accessories/dp/B0BRFN43TF/ref=sr_1_492?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Ideapad 1i, 14.0"" Laptop, Intel Pentium N5030, 4GB RAM, 128GB eMMC Storage, Cloud Grey, Windows 11 in S Mode, 82V6001DUS",Laptops,S$338.11,4.3,"It has times when it gets a little worked, but nothing serious, it's fast in general, I buy it to do tasks, so it seems decent to me for the function.",https://www.amazon.sg/Lenovo-Ideapad-Pentium-Storage-82V6001DUS/dp/B0BRC8HKTX/ref=sr_1_493?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS VivoBook Pro 14 OLED Business Laptop, 14"" 2.8K OLED (400nits 100% DCI-P3), Intel 4-Core i5-11300H, Backlit Keyboard, Harman/kardon Audio, Windows 11 (8GB RAM | 1TB PCIe SSD)",Laptops,"S$1,127.45",4.1,"This computer is lightweight and still maintains great specs for performance and of course, the OLED display, which reduces blue light. Battery life has been great so far, lasting past my 8-",https://www.amazon.sg/ASUS-VivoBook-Business-i5-11300H-Keyboard/dp/B0BQZCSRTP/ref=sr_1_494?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Laptops 17 inch Touchscreen 2022| AMD Ryzen 5 5625U| Windows11 Laptop| USB Type-C | Numeric Keypad| Wi-Fi Wireless-AC | Camera | HDMI| Lightweight| with Stylus Pen (32GB RAM | 1TB PCIe SSD),Laptops,"S$1,297.67",4.5,"The laptop arrived in great condition. The two boxes do make for more waste than I would prefer...but, small potatoes. Just wish it had a disk drive.",https://www.amazon.sg/HP-Touchscreen-Windows11-Wireless-AC-Lightweight/dp/B0BQZ4D6WG/ref=sr_1_495?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Chromebook Vibe CX34 Flip Cloud Gaming Laptop with Stylus, 14"" 144 Hz Touch Display (1920x1200), Intel® Core™ i5-1235U Processor, 256GB SSD, 8GB RAM, ChromeOS, Pearl White, CX3401FBA-DH586T-S",Laptops,"S$1,117.80",4.2,"Chrome OS is a solid platform for general purpose productivity. The hardware is more than sufficient to keep the experience smooth and snappy. The keyboard feels amazing, but is the annoying light",https://www.amazon.sg/ASUS-Chromebook-1920x1200-Processor-CX3401FBA-DH586T-S/dp/B0BQX4WPFX/ref=sr_1_496?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Razer Blade 18 Gaming Laptop: NVIDIA GeForce RTX 4080-13th Gen Intel 24-Core i9 HX CPU - 18"" QHD+ 240Hz - 32GB RAM - 1TB SSD - CNC Aluminum - Compact GaN Charger - Windows 11 - Chroma RGB",Laptops,"S$3,696.68",4.3,This laptop is vary fast and pricey. The bent frame has me worried that it will not last. I can get it from another company at a much cheaper price.,https://www.amazon.sg/Razer-Blade-Gaming-Laptop-4080-13th/dp/B0BQNVV5ZX/ref=sr_1_497?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Razer Blade 18 Gaming Laptop: NVIDIA GeForce RTX 4090-13th Gen Intel 24-Core i9 HX CPU - 18"" QHD+ 240Hz - 32GB RAM - 2TB SSD - CNC Aluminum - Compact GaN Charger - Windows 11 - Chroma RGB",Laptops,"S$4,215.40",4,Razer will not allow you to buy extended warranty coverage for the laptop. MSI gives you full accident coverage FOR FREE the first year. I cracked my laptop screen and MSI did all repairs,https://www.amazon.sg/Razer-Blade-Gaming-Laptop-4090-13th/dp/B0BQNVT4S5/ref=sr_1_498?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15.6"" Laptop, Intel Core i3-1115G4 Processor, Intel UHD Graphics, 15.6"" HD LED Display, Online Meeting Ready, Wi-Fi and Bluetooth, HDMI, Windows 11 Home in S Mode (16GB RAM | 1TB SSD)",Laptops,S$765.17,4.4,I have nerve damage in my hands and I could not be more thrilled with every aspect of this computer! I also felt safe getting it here bc if it wasn't jenky finger,https://www.amazon.sg/HP-Laptop-i3-1115G4-Processor-Bluetooth/dp/B0BQNC1Y4V/ref=sr_1_499?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 15.6"" FHD Touchscreen Laptop, Intel Core i5-1235U 10-Core Processor (Beats i7-1195G7), Intel Iris Xe Graphics, Backlit Keyboard, Fingerprint Reader, Win11 (16GB RAM | 1TBPCIe SSD)",Laptops,S$572.52,4.5,"Good quality, 100% guaranteed. Prompt delivery and works perfectly. Plenty of RAM if you just want it for light games and general use like me.",https://www.amazon.sg/Lenovo-Touchscreen-Processor-i7-1195G7-Fingerprint/dp/B0BQJWKBM2/ref=sr_1_500?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo 14"" IdeaPad Laptop with Fingerprint Reader (Latest Model), Full HD Anti-Glare Display, Intel Quad Core i5-1135G7, 20GB RAM, 1TB SSD, Intel Iris Xe Graphics, USB Type-C, NLY MP, Windows 11",Laptops,"S$1,056.94",3.1,"I bought 2 of these machines, one for each of my college aged kids and had them shipped directly to them. My daughters did not work out of the box. When she finally got",https://www.amazon.sg/Lenovo-IdeaPad-Fingerprint-Anti-Glare-i5-1135G7/dp/B0BQFR2JBP/ref=sr_1_502?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15 Laptop, 11th Gen Intel Core i5-1135G7 Processor, 16GB RAM, 1TB SSD, 15.6-inch Full HD (1920 x 1080) Display, HDMI, 802.11ac, Bluetooth, Windows 10 Home, Long Battery Life,TGC Accessories",Laptops,S$820.56,4.3,"This is a very easy to use computer with everything someone could need. The computer is thin, giving it an Apple Mac look. Being thin there is very little travel when depressing the keys",https://www.amazon.sg/HP-i5-1135G7-Processor-15-6-inch-Accessories/dp/B0BQ5GDHJF/ref=sr_1_504?qid=1695925774&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion 15.6"" FHD Touchscreen Laptop, AMD Ryzen 7-5825U Processor (Beat i7-1180G7), Wi-Fi 6, Backlit Keyboard, HDMI, Webcam, Bluetooth, Windows 11 Home, Silver (32GB RAM | 1TB SSD)",Laptops,S$815.64,4.1,"Easy to set up, only took a few minutes to have it up and running. Much better speed than my old laptop. This one seems to have the best features.",https://www.amazon.sg/HP-Touchscreen-Laptop-Processor-i7-1180G7/dp/B0BQ4L4YWY/ref=sr_1_505?qid=1695925779&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus ASUS VivoBook Business Laptop, 15.6' FHD 1920 x 1080 Display, Intel Core i3-1115G4 (Beats i7-8550U), Long Battery Life, SonicMaster Audio, Thin & Light, Win 11 (20GB RAM | 1TB PCIe SSD)",Laptops,S$701.57,3.6,"The keyboard backlight on this laptop doesn't work, in fact there is not even a button for it. Buyer beware this keyboard is not backlit, the F7 button is",https://www.amazon.sg/ASUS-VivoBook-Business-i3-1115G4-SonicMaster/dp/B0BQ4H5DK8/ref=sr_1_506?qid=1695925779&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15.6"" Laptop with Intel 4-core CPU, 15.6"" HD LED Display, Intel Quad-core Processor, Bluetooth and Wi-Fi, HDMI, Long Battery Life, Windows 11 Home in S Mode(16GB RAM | 1TB SSD)",Laptops,S$816.80,4.2,"Hice the purchase in sep 2022, was started to use in January and stopped on in March, how can I make the guarantee valid? Contact hp Mexico and tell me it is a",https://www.amazon.sg/HP-Laptop-Quad-core-Processor-Bluetooth/dp/B0BPTKJ5JC/ref=sr_1_510?qid=1695925779&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo 15.6"" Laptop with Intel i5-1235U, IdeaPad 1i, 15.6"" FHD Anti-Glare Display, 12th Gen Intel Core i5-1235U 10-core Processor, Intel Iris Xe Graphics, Windows 11 Home(16GB RAM | 1TB SSD)",Laptops,S$926.55,4,The screen is smaller than my old laptop but I have adjusted to it and don't miss the larger screen. It's been a chore getting used to the keyboard as it has 'sh,https://www.amazon.sg/Lenovo-i5-1235U-IdeaPad-Anti-Glare-Processor/dp/B0BPTDRG9X/ref=sr_1_511?qid=1695925779&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Chromebook 14a 14"" HD (Intel 4-Core Celeron N4120, 4GB RAM, 64GB eMMc, UHD Graphics 600) Home & Student Laptop, 14 Hours Battery Life, Anti-Glare, Webcam, Wi-Fi, IST Cable, Type-C, Chrome OS",Laptops,S$368.71,4.5,"For the $210 price mark, this laptop gave me exactly what I was looking for: a distraction free laptop for the sole purpose of writing. The keyboard is easy to use and does",https://www.amazon.sg/HP-Chromebook-14-Graphics-Anti-Glare/dp/B0BPLXY4CZ/ref=sr_1_512?qid=1695925779&refinements=p_72%3A6469119051%2Cp_n_prime_domestic%3A7993547051%7C7993548051%2Cp_36%3A10000-&rnid=10510243051&s=electronics&sr=1-512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
